               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  37,            0.035429,            0.019794,           0.0023304,             0.64353,             0.68332,             0.68997,             0.37365,            0.041134,            0.011495,            0.017507,            0.007624,            0.007624,            0.007624
                  38,            0.034312,            0.020531,           0.0019731,             0.73262,             0.66315,             0.69682,             0.40931,            0.039098,            0.011364,             0.01985,            0.007558,            0.007558,            0.007558
                  39,            0.035679,            0.019703,           0.0021289,             0.82134,             0.58909,             0.67968,              0.3955,             0.03951,            0.011793,            0.017114,            0.007492,            0.007492,            0.007492
                  40,            0.034538,            0.019504,           0.0023058,             0.64835,             0.61043,             0.66935,             0.28973,             0.04423,            0.011564,            0.015992,            0.007426,            0.007426,            0.007426
                  41,             0.03671,             0.02105,           0.0021522,             0.66997,             0.65737,             0.66512,             0.35538,            0.041769,            0.010887,            0.016997,             0.00736,             0.00736,             0.00736
                  42,            0.032904,            0.019862,           0.0022816,             0.64558,              0.6183,             0.62729,             0.33228,            0.041033,            0.011931,            0.020731,            0.007294,            0.007294,            0.007294
                  43,            0.032192,            0.018868,           0.0021602,             0.62568,             0.57152,             0.61618,             0.34274,            0.041748,            0.013005,            0.018524,            0.007228,            0.007228,            0.007228
                  44,            0.035281,            0.020508,            0.002317,             0.74529,             0.58515,             0.65784,             0.38017,            0.040886,            0.011206,            0.016794,            0.007162,            0.007162,            0.007162
                  45,            0.032389,             0.01939,           0.0022855,             0.69705,             0.61812,             0.62892,             0.37487,            0.041636,            0.011851,            0.017114,            0.007096,            0.007096,            0.007096
                  46,            0.032043,            0.018975,           0.0020943,             0.61122,              0.6527,             0.64434,              0.3496,             0.04054,            0.011783,            0.016147,             0.00703,             0.00703,             0.00703
                  47,            0.029926,            0.018051,           0.0015642,              0.6109,             0.66267,             0.65465,             0.37218,            0.041644,            0.012502,            0.015383,            0.006964,            0.006964,            0.006964
                  48,            0.029657,            0.018309,           0.0017272,             0.81186,             0.47384,             0.61843,             0.33773,            0.043677,            0.013248,            0.017217,            0.006898,            0.006898,            0.006898
                  49,            0.030418,            0.017186,           0.0017069,             0.72676,             0.57534,              0.6479,             0.35863,             0.04062,            0.012748,            0.018693,            0.006832,            0.006832,            0.006832
                  50,            0.029906,            0.019524,           0.0018759,             0.78475,             0.60598,             0.66436,             0.39814,            0.039155,            0.012653,            0.016103,            0.006766,            0.006766,            0.006766
                  51,             0.03024,            0.017589,           0.0018694,             0.84974,             0.65435,             0.70208,             0.40318,            0.036586,            0.012068,            0.016729,              0.0067,              0.0067,              0.0067
                  52,            0.029793,            0.019367,           0.0018952,             0.66049,             0.59474,              0.6273,             0.34691,            0.040521,            0.013169,            0.018589,            0.006634,            0.006634,            0.006634
                  53,            0.030252,            0.018268,           0.0017375,              0.6429,             0.69025,             0.68615,             0.37634,            0.039066,            0.012069,            0.017884,            0.006568,            0.006568,            0.006568
                  54,            0.030313,            0.017684,           0.0017446,             0.67845,              0.6715,              0.6911,             0.38048,            0.042179,            0.011303,            0.018626,            0.006502,            0.006502,            0.006502
                  55,            0.033158,            0.017746,           0.0018045,             0.75874,             0.64397,             0.71494,             0.36745,            0.039404,            0.011184,            0.017206,            0.006436,            0.006436,            0.006436
                  56,            0.029593,            0.018502,           0.0016653,             0.75128,             0.67284,             0.72195,             0.43011,            0.038301,            0.011901,            0.015745,             0.00637,             0.00637,             0.00637
                  57,            0.027618,            0.016266,           0.0014401,             0.70872,             0.77235,             0.72108,             0.42925,            0.037253,            0.011462,              0.0147,            0.006304,            0.006304,            0.006304
