               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.11005,            0.036788,            0.040301,          0.00060827,            0.063889,           0.0003374,          9.4159e-05,             0.10636,            0.027455,            0.038436,              0.0892,              0.0012,              0.0012
                   1,            0.096099,            0.042223,            0.035479,           0.0048767,             0.50556,            0.095683,            0.023069,            0.083743,             0.02994,            0.028374,            0.077492,           0.0024918,           0.0024918
                   2,            0.083828,            0.041913,            0.029552,           0.0046459,             0.61806,             0.26385,            0.085164,            0.073601,            0.028664,             0.01736,            0.065775,           0.0037749,           0.0037749
                   3,            0.076458,            0.042437,            0.025262,             0.43315,             0.22778,             0.13173,            0.045361,            0.083723,            0.023987,            0.012693,             0.05405,           0.0050495,           0.0050495
                   4,            0.079553,            0.040152,            0.021704,             0.74433,             0.16667,             0.11564,             0.03136,            0.088303,            0.027852,           0.0091127,            0.042316,           0.0063155,           0.0063155
                   5,            0.076954,            0.039843,             0.01883,             0.82559,             0.14177,             0.15511,            0.035119,            0.074873,            0.031119,           0.0068451,            0.030573,            0.007573,            0.007573
                   6,            0.077693,            0.035395,            0.016369,           0.0077561,             0.27917,            0.060144,            0.012269,             0.10639,            0.053721,           0.0063655,            0.018822,           0.0088218,           0.0088218
                   7,            0.086931,            0.032772,            0.014258,             0.46756,             0.25417,             0.10567,            0.031604,            0.085301,            0.023931,           0.0043276,            0.009769,            0.009769,            0.009769
                   8,            0.077552,            0.031977,            0.013831,             0.37153,             0.14861,            0.045929,            0.011387,             0.10333,            0.036533,           0.0038779,            0.009769,            0.009769,            0.009769
                   9,            0.069677,            0.034169,            0.011691,            0.093228,             0.27778,             0.13306,            0.032527,            0.083062,             0.02958,           0.0047877,            0.009736,            0.009736,            0.009736
                  10,            0.068998,            0.034847,            0.011839,            0.055897,             0.32778,            0.059606,            0.015011,            0.090953,            0.037162,           0.0030035,            0.009703,            0.009703,            0.009703
                  11,              0.0726,            0.031941,           0.0092752,              0.2228,             0.45556,             0.46044,             0.16071,            0.066601,            0.024156,           0.0025124,             0.00967,             0.00967,             0.00967
                  12,             0.06207,            0.034117,           0.0075055,             0.14082,             0.62361,             0.26006,            0.090255,            0.067463,            0.021856,           0.0022628,            0.009637,            0.009637,            0.009637
                  13,            0.058298,            0.030515,           0.0074095,             0.26648,                0.45,             0.33807,             0.13541,            0.069627,            0.017813,           0.0028607,            0.009604,            0.009604,            0.009604
                  14,            0.061204,            0.029062,           0.0068026,             0.18266,             0.69028,             0.27308,             0.11547,            0.067132,             0.01668,           0.0026904,            0.009571,            0.009571,            0.009571
                  15,            0.059628,            0.028324,           0.0063415,             0.30577,             0.64583,             0.49881,             0.27467,             0.04528,            0.023977,           0.0028087,            0.009538,            0.009538,            0.009538
                  16,            0.054882,            0.030663,           0.0064623,             0.16023,             0.69861,             0.32713,            0.091871,            0.061693,            0.024931,           0.0030224,            0.009505,            0.009505,            0.009505
                  17,            0.052669,              0.0271,           0.0053108,             0.26501,             0.87361,              0.4903,             0.25329,            0.053086,            0.023172,           0.0032963,            0.009472,            0.009472,            0.009472
                  18,            0.049892,            0.028242,           0.0049031,             0.68905,             0.53889,             0.63806,             0.14914,             0.06252,            0.016585,           0.0029987,            0.009439,            0.009439,            0.009439
                  19,            0.054265,            0.026117,           0.0042527,             0.62073,             0.80694,             0.76845,             0.39276,            0.043357,            0.016247,           0.0026917,            0.009406,            0.009406,            0.009406
                  20,            0.047782,            0.025356,           0.0039238,             0.47708,             0.71944,              0.6354,             0.20724,            0.052977,            0.016133,           0.0032062,            0.009373,            0.009373,            0.009373
                  21,            0.048135,            0.025666,           0.0040166,             0.47159,               0.575,               0.505,             0.14912,            0.061657,            0.015076,           0.0026784,             0.00934,             0.00934,             0.00934
                  22,            0.047617,            0.025219,           0.0041034,             0.49942,             0.61667,              0.4704,             0.24388,            0.045201,            0.019917,           0.0032489,            0.009307,            0.009307,            0.009307
                  23,            0.045671,            0.026537,           0.0040551,             0.56534,             0.69318,             0.65963,             0.34941,            0.043056,            0.016001,            0.002211,            0.009274,            0.009274,            0.009274
                  24,            0.049007,            0.024712,           0.0037208,             0.74868,             0.56667,             0.61423,             0.22883,            0.049391,            0.020028,           0.0029218,            0.009241,            0.009241,            0.009241
                  25,            0.041576,             0.02454,            0.003359,             0.60503,             0.61497,             0.61532,             0.30534,            0.045175,            0.018135,           0.0023145,            0.009208,            0.009208,            0.009208
                  26,            0.044121,            0.024807,           0.0030797,             0.52692,             0.67917,             0.55409,             0.21913,            0.050719,            0.013588,           0.0030042,            0.009175,            0.009175,            0.009175
                  27,            0.042586,            0.024202,           0.0030387,             0.66484,             0.77142,             0.68039,             0.30048,            0.041647,            0.015198,           0.0033711,            0.009142,            0.009142,            0.009142
                  28,            0.042635,            0.023602,           0.0028523,             0.48576,             0.60093,             0.57828,             0.16685,            0.052915,            0.016096,           0.0039018,            0.009109,            0.009109,            0.009109
                  29,            0.041726,            0.025533,           0.0031726,             0.69351,             0.61667,             0.65727,             0.31207,            0.043483,            0.015085,           0.0043993,            0.009076,            0.009076,            0.009076
                  30,            0.038054,            0.023224,           0.0030629,             0.64476,             0.74861,             0.63641,             0.26712,            0.046195,            0.015881,            0.004332,            0.009043,            0.009043,            0.009043
                  31,            0.043973,            0.024632,           0.0033252,             0.62941,             0.62361,             0.59732,             0.24801,            0.047737,            0.016665,           0.0047175,             0.00901,             0.00901,             0.00901
                  32,             0.04186,            0.023613,           0.0026862,             0.49558,             0.73566,             0.56119,             0.23112,            0.047726,            0.016812,           0.0035728,            0.008977,            0.008977,            0.008977
                  33,            0.038087,            0.024355,           0.0024512,             0.49111,               0.682,             0.53473,             0.23996,            0.047896,             0.01796,           0.0036422,            0.008944,            0.008944,            0.008944
                  34,            0.038794,            0.021034,           0.0022712,             0.54107,             0.58333,             0.55944,             0.27836,            0.049666,            0.015318,           0.0033219,            0.008911,            0.008911,            0.008911
                  35,            0.038523,            0.022626,           0.0024914,             0.66234,             0.79583,              0.7112,             0.33868,            0.039184,            0.013421,           0.0038332,            0.008878,            0.008878,            0.008878
                  36,            0.037558,            0.021409,           0.0027245,             0.66392,             0.66234,             0.62703,             0.32691,            0.049148,            0.018056,           0.0043429,            0.008845,            0.008845,            0.008845
                  37,            0.035917,            0.020414,           0.0026783,             0.63992,             0.75529,             0.68119,             0.36478,            0.041514,            0.013442,           0.0038784,            0.008812,            0.008812,            0.008812
                  38,            0.034595,            0.022449,            0.002324,             0.85686,              0.6318,             0.74827,             0.35837,            0.038468,            0.013421,           0.0037959,            0.008779,            0.008779,            0.008779
